"ID"	Smiles	Standard_Type	Standard_Relation	Standard_Units	Standard_Value	pIC50	RemovedSalts[1]	RemovedSalts[2]	RemovedSalts[3]	RemovedSalts[4]
CHEMBL4796736	O=c1c(-c2ccc(OCCCCN3CCN(Cc4ccccc4)CC3)cc2)coc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)cc(O)c12	IC50	=	nM	525000	3.279840697				
CHEMBL2441694	COc1c(F)c[n+](C)cc1F.O=S(=O)([O-])C(F)(F)F	IC50	=	nM	524700	3.280088936	[O-]S(=O)(=O)C(F)(F)F			
CHEMBL416644	CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-]	IC50	=	nM	520000	3.283996656	Cl-			
CHEMBL549	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	IC50	=	nM	510000	3.292429824				
CHEMBL4798408	O=C(CN1CCN(C(=O)c2cccc(Br)c2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1	IC50	=	nM	505000	3.296708622				
CHEMBL4786300	O=C(CN1CCN(C(=O)c2cccc(Br)c2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1	IC50	=	nM	501187.23	3.300000003				
CHEMBL4777782	O=C(CN1CCN(C(=O)c2ccccc2Br)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1	IC50	=	nM	500000	3.301029996				
CHEMBL491528	COc1ccc(C(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1OC	IC50	=	nM	484000	3.315154638				
CHEMBL268481	CN1CC[C@H]2COc3c(O)cccc3[C@H]21	IC50	=	nM	482500	3.316502682				
CHEMBL2181439	COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCc1cnc(/C=N/O)c(O)c1)CC2	Kd	=	nM	478000	3.320572103				
CHEMBL2181430	COc1cc2c(cc1OC)C(c1ccccc1)N(CCCc1ccc(O)c(/C=N/O)n1)CC2	Kd	=	nM	470977.33	3.326999997				
CHEMBL3335059	COc1cccc(CC2CCN(CCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1	IC50	=	nM	456000	3.341035157				
CHEMBL3322162	O=C(Cc1cc(=O)oc2cc(O)ccc12)N/N=C1\SCC(=O)N1c1c2c(nc3ccccc13)CCCC2	Ki	=	nM	452000	3.344861565				
CHEMBL362378	CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1	IC50	=	nM	448000	3.348721986				
CHEMBL2234830	CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccs1)CCCC3	IC50	=	nM	446000	3.350665141				
CHEMBL4483487	COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(c5ccccc5)CC4)cc3)C2)cc1OC	IC50	=	nM	441600	3.354970935				
CHEMBL3828586	NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-]	IC50	=	nM	440000	3.356547324	Br-	Br-		
CHEMBL40583	Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3	IC50	=	nM	439541.62	3.356999995				
CHEMBL3827624	Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C(C)(C)C)OC2.[Br-]	IC50	=	nM	439000	3.35753548	Br-			
CHEMBL3828739	Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)(C)OC2.[Br-]	IC50	=	nM	437000	3.359518563	Br-			
CHEMBL3335063	COc1cccc(CN(C)CCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1	IC50	=	nM	433000	3.363512104				
CHEMBL3597949	CCOC(=O)c1csc(NC(=O)C[n+]2cccc(/C=N/O)c2)n1.[Cl-]	Kd	=	nM	418000	3.378823718	Cl-			
CHEMBL3597945	COc1ccc(-c2csc(NC(=O)C[n+]3cccc(/C=N/O)c3)n2)cc1.[I-]	Kd	=	nM	417500	3.37934352	I-			
CHEMBL589536	O=C(NCCN1CCCC1)N1c2ccccc2Sc2ccccc21	Ki	=	nM	413000	3.384049948				
CHEMBL3338996	CCN(CC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1	IC50	=	nM	412560	3.384512882				
CHEMBL46151	CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1	IC50	=	nM	410000	3.387216143				
CHEMBL2409140	CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2[C@H](Cl)CCN3C	IC50	=	nM	409200	3.388064375				
CHEMBL4556664	COc1cc(O)c(C(C)=O)c(-c2c(C)cc(O)c3oc4c(O)cc(C)c(-c5cc(OC)cc(O)c5C(=O)O)c4c23)c1	IC50	=	nM	406000	3.391473966				
CHEMBL136669	CCC(=O)Oc1ccc(C)c([N+](C)(C)C)c1	IC50	=	nM	400000	3.397940009				
CHEMBL356000	C#CC1CCCCC1OC[n+]1ccn(C)c1/C=N/O.[Cl-]	IC50	=	nM	400000	3.397940009	Cl-			
CHEMBL423397	C#CCCCC[n+]1ccn(COC)c1/C=N/O.[Cl-]	IC50	=	nM	394000	3.404503778	Cl-			
CHEMBL4128985	C=C(C)[C@H](O)CC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2O[C@@H](C(C)(C)O)C1	IC50	=	nM	394000	3.404503778				
CHEMBL342902	CCCC(=O)OCC[N+](C)(C)C	IC50	=	nM	393300	3.405276054				
CHEMBL151369	CCN(C)C(=O)Oc1cccc(CCNC)c1	IC50	=	nM	392600	3.406049705				
CHEMBL345124	CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-]	IC50	=	nM	391100	3.407712184	I-	I-		
CHEMBL151923	C#CCNC(C)Cc1cccc(OC(=O)N(C)CC)c1	IC50	=	nM	390000	3.408935393				
CHEMBL4292499	CCN1CCN(CCCNC(=O)COc2ccc(-c3ccc(OC)cc3)cc2)CC1	IC50	=	nM	390000	3.408935393				
CHEMBL2323356	CCOc1ccc(/C=N/NC(=O)CN2CCC(Cc3ccccc3)CC2)cc1	IC50	=	nM	390000	3.408935393				
CHEMBL135503	C=CC[N+](C)(C)C	IC50	=	nM	389000	3.410050399				
CHEMBL359412	Cn1cc[n+](COCC2CCCCC2)c1/C=N/O.[Cl-]	IC50	=	nM	388000	3.411168274	Cl-			
CHEMBL322628	CC(C)CCSC(=O)OCC[N+](C)(C)C.[Cl-]	IC50	=	nM	387560	3.411661053	Cl-			
CHEMBL103890	CCC(C)(C)SC(=O)OCC[N+](C)(C)C.[Cl-]	IC50	=	nM	381000	3.419075024	Cl-			
CHEMBL2441679	COc1ccc(C(F)(F)F)c[n+]1CCCCC[n+]1cc(C(F)(F)F)ccc1OC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F	IC50	=	nM	380000	3.420216403	[O-]S(=O)(=O)C(F)(F)F	[O-]S(=O)(=O)C(F)(F)F		
CHEMBL2441677	COc1ccc(C(F)(F)F)c[n+]1CCCCCO.O=S(=O)([O-])C(F)(F)F	IC50	=	nM	379000	3.42136079	[O-]S(=O)(=O)C(F)(F)F			
CHEMBL3597004	COC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(C)cc2)[C@@H]1c1ccc(C)cc1	IC50	=	nM	366000	3.436518915				
CHEMBL497755	CN(CCCCCCCOc1ccc(-c2cc3ccccc3o2)cc1)Cc1ccccc1	IC50	=	nM	363000	3.440093375				
CHEMBL447857	COc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1	IC50	=	nM	360000	3.443697499				
CHEMBL506588	Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1	IC50	=	nM	359720	3.444035415				
CHEMBL491346	COc1ccc(C(=O)c2ccc(CN3CCOCC3)cc2)cc1OC	IC50	=	nM	358200	3.445874418				
CHEMBL523630	O/N=C/c1cc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)cc1.[Br-].[Br-]	Kd	=	nM	350100	3.455807889	Br-	Br-		
CHEMBL4291591	CN(CCCCCCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1)Cc1ccccc1	IC50	=	nM	346000	3.460923901				
CHEMBL3234584	NC(=O)c1cc[n+](CCC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-]	Kd	=	nM	345143.74	3.461999999	Cl-	Cl-		
CHEMBL3234590	O/N=C/c1nc(CCCCCSc2c3c(nc4ccccc24)CCCC3)ccc1O	IC50	=	nM	345000	3.462180905				
CHEMBL1082749	CN(C)C(=O)Oc1cccc(-c2cn3c(C(F)(F)F)cccc3[n+]2C)c1.[Cl-]	IC50	=	nM	344800	3.462432743	Cl-			
CHEMBL3819247	COc1ccc2c(c1)C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2	IC50	=	nM	344800	3.462432743				
CHEMBL3786843	CN1Cc2cc(O)ccc2N(C)C1c1cccs1	IC50	=	nM	341700	3.466355021				
CHEMBL3785229	COc1ccccc1C1N(C)Cc2cc(O)ccc2N1C	IC50	=	nM	341700	3.466355021				
CHEMBL2441689	COc1cccc(C(F)(F)F)[n+]1C.F[B-](F)(F)F	IC50	=	nM	340200	3.468265691	F[B-](F)(F)F			
CHEMBL2441692	COc1ccc(C#N)c[n+]1C.F[B-](F)(F)F	IC50	=	nM	340000	3.468521083	F[B-](F)(F)F			
CHEMBL1257412	CCCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl	IC50	=	nM	339600	3.469032318	HCl			
CHEMBL1200970	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl	IC50	=	nM	339000	3.469800302	HCl			
CHEMBL196177	COc1cc2ccnc3c2c(c1OC)COC3(CCCO)OC	IC50	=	nM	333500	3.476904162				
CHEMBL1761996	[Cl-].[Cl-].c1ccc2c(c1)ccc[n+]2COC[n+]1cccc2ccccc21	IC50	=	nM	330000	3.48148606	Cl-	Cl-		
CHEMBL255230	C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21	IC50	=	nM	327000	3.485452247				
CHEMBL4099934	COc1ccc(NC(=S)NCCN2CCCCC2)cc1	IC50	=	nM	321000	3.493494968				
CHEMBL238977	NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-]	Ki	=	nM	319200	3.495937117	Br-	Br-		
CHEMBL4445377	COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCC(C)CC4)cc3)C2)cc1OC	IC50	=	nM	316400	3.499763525				
CHEMBL3235221	O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1	Ki	=	nM	316300	3.499900808				
CHEMBL3235224	O=C(/C=N/O)c1ccc(OCC2CCN(Cc3ccc(F)c(F)c3)CC2)nc1	Ki	=	nM	313700	3.503485481				
CHEMBL1915764	C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)CO	IC50	=	nM	310310	3.508204229				
CHEMBL151883	C#CCNCCc1cccc(OC(=O)N(C)CC)c1	IC50	=	nM	310000	3.508638306				
CHEMBL600230	CCNC(=O)N1c2ccccc2Sc2ccccc21	Ki	=	nM	307000	3.512861625				
CHEMBL416772	CCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-]	IC50	=	nM	305000	3.515700161	Cl-			
CHEMBL335439	C[N+]1(C)CCO[C@@](O)(c2ccc(Cl)cc2)C1	IC50	=	nM	300000	3.522878745				
CHEMBL4276921	CN(C)Cc1cc(N)ccc1O.Cl.Cl	IC50	=	nM	298300	3.525346747	HCl	HCl		
CHEMBL2441691	COc1cc(C#N)cc[n+]1C.F[B-](F)(F)F	IC50	=	nM	294900	3.530325227	F[B-](F)(F)F			
CHEMBL3261991	O=C(/C=N/O)Nc1ccc[n+](Cc2cccc(C[n+]3cccc(NC(=O)/C=N/O)c3)c2)c1.[Br-].[Br-]	Kd	=	nM	291000	3.536107011	Br-	Br-		
CHEMBL3289942	CN(C)c1ccc(/C=C2\CCc3ccccc3C2=O)c([N+](=O)[O-])c1	IC50	=	nM	285600	3.544241797				
CHEMBL1766140	OCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1	IC50	=	nM	283600	3.547293773				
CHEMBL1766018	c1ccc(CNc2ccnc(N3CCN(C4CCCCC4)CC3)n2)cc1	IC50	=	nM	281000	3.55129368				
CHEMBL4090583	COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)c(O)c1)O2	IC50	=	nM	280000	3.552841969				
CHEMBL1952063	Cl.O/N=C/C1=NCCCN1Cc1ccccc1	IC50	=	nM	279300	3.553929064	HCl			
CHEMBL253152	COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O	IC50	=	nM	279000	3.554395797				
CHEMBL374130	CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2	IC50	=	nM	275300	3.560193789				
CHEMBL399121	COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O	IC50	=	nM	270600	3.567672208				
CHEMBL3235206	O=C(/C=N/O)NCC1CCN(Cc2ccccc2)CC1	Ki	=	nM	270000	3.568636236				
CHEMBL3235229	COc1ccc(CN2CCCC(COc3ccc(C(=O)/C=N/O)cn3)C2)cc1OC	Ki	=	nM	268000	3.571865206				
CHEMBL3235234	O/N=C/c1ccc(OCC2CCN(Cc3ccccc3)CC2)nc1	Ki	=	nM	267000	3.573488739				
CHEMBL3289928	CCOC(OCC)c1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1	IC50	=	nM	266000	3.575118363				
CHEMBL153	Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	IC50	=	nM	266000	3.575118363				
CHEMBL3116290	COc1ccc(COc2nn(CCN(C(C)C)C(C)C)c3ccc([N+](=O)[O-])cc23)cc1	IC50	=	nM	262000	3.581698709				
CHEMBL3786544	CCCN1Cc2cc(O)ccc2N(C)C1c1ccccc1	IC50	=	nM	260630	3.583975596				
CHEMBL3597948	CCOC(=O)c1csc(NC(=O)C[n+]2ccc(/C=N/O)cc2)n1.[Cl-]	IC50	=	nM	260000	3.585026652	Cl-			
CHEMBL543779	CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl	IC50	=	nM	260000	3.585026652	HCl			
CHEMBL3597055	COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccccc2)N(c2ccc(F)cc2)[C@@H]1c1ccccc1	IC50	=	nM	260000	3.585026652				
CHEMBL3597002	COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(C)cc2)N(c2ccccc2)[C@@H]1c1ccc(C)cc1	IC50	=	nM	260000	3.585026652				
CHEMBL4578305	COc1ccc(C2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)cc1	IC50	=	nM	253000	3.596879479				
CHEMBL2413734	CCN(CC)CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1	IC50	=	nM	252960	3.596948147				
CHEMBL225396	COc1ccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)cc1	IC50	=	nM	251670	3.599168551				
CHEMBL4473282	C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21	IC50	=	nM	251188.64	3.600000005				
CHEMBL3597003	CCOC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(C)cc2)N(c2ccccc2)[C@@H]1c1ccc(C)cc1	IC50	=	nM	250000	3.602059991				
CHEMBL3597062	CCOC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccc(C)cc2)[C@@H]1c1ccc(Cl)cc1	IC50	=	nM	245000	3.610833916				
CHEMBL3597007	COC(=O)C1=C(Nc2ccc(OC)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(OC)cc2)[C@@H]1c1ccc(C)cc1	IC50	=	nM	242400	3.615467385				
CHEMBL132133	NCCCCCCNCCSSCCNCCCCCCN	IC50	=	nM	242400	3.615467385				
CHEMBL3628061	N#Cc1ccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1.[Br-]	IC50	=	nM	241000	3.617982957	Br-			
CHEMBL3901082	C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1	IC50	=	nM	240000	3.619788758				
CHEMBL4079853	CN1CC2C(=O)N(c3ccccc3)C(=O)C2C12C(=O)c1ccccc1C2=O	IC50	=	nM	238781.13	3.621999997				
CHEMBL3289934	CN(C)c1ccc(/C=C2/CCC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1	IC50	=	nM	235600	3.627824714				
CHEMBL590298	NC(=O)N1c2ccccc2Sc2ccccc21	Ki	=	nM	235110	3.628728899				
CHEMBL1081449	[Br-].[Br-].c1cc[n+](CCOCC[n+]2ccccc2)cc1	IC50	=	nM	234000	3.630784143	Br-	Br-		
CHEMBL146319	CC#CC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-]	IC50	=	nM	233800	3.631155493	Cl-			
CHEMBL147968	CCCCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-]	IC50	=	nM	233700	3.631341288	Cl-			
CHEMBL139259	C[N+]1(C)CCO[C@@](O)(c2ccc(N)cc2)C1	IC50	=	nM	232600	3.63339029				
CHEMBL147793	Cc1n(C)cc[n+]1COC(C)C(C)(C)C.[Cl-]	IC50	=	nM	229086.77	3.639999991	Cl-			
CHEMBL3335023	CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl	IC50	=	nM	229086.77	3.639999991	HCl			
CHEMBL3335022	CC(c1cc(O)cc2oc(=O)c3ccccc3c12)N(C)C.Cl	IC50	=	nM	225800	3.646276062	HCl			
CHEMBL3597939	O=C(C[n+]1ccc(/C=N/O)cc1)Nc1nccs1.[Cl-]	Kd	=	nM	223000	3.651695137	Cl-			
CHEMBL357987	CC#CC(C)(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-]	IC50	=	nM	221200	3.655214877	Cl-			
CHEMBL2425414	O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(C(F)(F)F)cc1	IC50	=	nM	221000	3.655607726				
CHEMBL2425412	O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Br)cc1	IC50	=	nM	220600	3.656394492				
CHEMBL558598	Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1.Cl	IC50	=	nM	215000	3.66756154	HCl			
CHEMBL3826998	CCCCCCCNC(=O)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1	IC50	=	nM	210000	3.677780705				
CHEMBL1824731	NC(=O)c1cc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)cc1.[Br-].[Br-]	Kd	=	nM	207700	3.682563503	Br-	Br-		
CHEMBL3597942	Cc1ccc(-c2csc(NC(=O)C[n+]3ccc(/C=N/O)cc3)n2)cc1.[Cl-]	IC50	=	nM	206310	3.685479721	Cl-			
CHEMBL3597940	O=C(C[n+]1cccc(/C=N/O)c1)Nc1nccs1.[Cl-]	Kd	=	nM	205600	3.68697689	Cl-			
CHEMBL544022	CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl	IC50	=	nM	204000	3.690369833	HCl			
CHEMBL151236	CCN(C)C(=O)Oc1cccc(CCN)c1	IC50	=	nM	200000	3.698970004				
CHEMBL3216205	CN(C)CCOC(=O)Nc1ccnc(Cl)c1.Cl.Cl.Cl	Ki	=	nM	199100	3.70092874	HCl	HCl	HCl	
CHEMBL402977	C[N+](C)(C)CCOC(=O)Nc1ccnc(Cl)c1.[I-]	Ki	=	nM	198500	3.702239489	I-			
CHEMBL241830	COc1ccc2c(=O)cc(-c3ccc(CN(C)Cc4ccccc4)cc3)oc2c1	IC50	=	nM	198000	3.70333481				
CHEMBL130738	Cc1[nH]c(C)c(/C=C2\CN(Cc3ccccc3)CCC2=O)c1C=O	IC50	=	nM	192800	3.71489297				
CHEMBL543711	Cl.c1ccc(-c2ccc(NCCCCCN3CCc4ccccc4C3)nn2)cc1	IC50	=	nM	192000	3.716698771	HCl			
CHEMBL4065799	COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN(C)C	IC50	=	nM	191866.87	3.717000009				
CHEMBL4102718	CCN(CC)CCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC	IC50	=	nM	191100	3.718739313				
CHEMBL344864	C[N+]1(C)CCO[C@@](O)(C(F)(F)F)C1	IC50	=	nM	190000	3.721246399				
CHEMBL1940612	CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC	IC50	=	nM	190000	3.721246399				
CHEMBL4289104	CN(C)CCCOc1cccc(/C=C2\COc3ccccc3C2=O)c1	IC50	=	nM	187630	3.726697721				
CHEMBL4444239	COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cncn4)cc3)C2)cc1OC	IC50	=	nM	187510	3.726975566				
CHEMBL277665	C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4ccccc4)oc(=O)c3C(=O)C21	IC50	=	nM	186400	3.729554092				
CHEMBL2160221	CCN(CC)Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1	IC50	=	nM	185000	3.732828272				
CHEMBL3220802	C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)OCC[N+](C)(C)Cc3ccccc3)(CC1=O)C2.[Br-]	IC50	=	nM	181970.09	3.73999999	Br-			
CHEMBL4097877	CN1CC2C(=O)N(c3ccc(Br)cc3)C(=O)C2C12C(=O)c1ccccc1C2=O	IC50	=	nM	180100	3.744486287				
CHEMBL2323351	COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1OC	IC50	=	nM	180000	3.744727495				
CHEMBL1766151	CC1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1	IC50	=	nM	180000	3.744727495				
CHEMBL389283	[Br-].[Br-].c1cc[n+](CCCCCC[n+]2ccccc2)cc1	IC50	=	nM	177000	3.752026734	Br-	Br-		
CHEMBL1081613	C(=C/C[n+]1ccccc1)\C[n+]1ccccc1.[Br-].[Br-]	IC50	=	nM	175000	3.756961951	Br-	Br-		
CHEMBL2234521	Cc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Oc3nc4c(c(N)c32)CCCC4)cc1	IC50	=	nM	174700	3.757707095				
CHEMBL3787307	CC(C)N1Cc2cc(O)ccc2N(C)C1c1ccccc1	IC50	=	nM	174000	3.759450752				
CHEMBL3786655	CN1Cc2cc(O)ccc2N(C)C1c1cc[nH]c1	IC50	=	nM	174000	3.759450752				
CHEMBL1952062	CCCCCN1CCCN=C1/C=N/O.Cl	IC50	=	nM	173900	3.759700418	HCl			
CHEMBL1952065	Cl.O/N=C/C1=NCCCN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1	IC50	=	nM	173000	3.761953897	HCl			
CHEMBL1782707	CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1	IC50	=	nM	170000	3.769551079				
CHEMBL1914495	C=CC(CBr)Nc1c2c(nc3ccc(OC)cc13)CCCC2	IC50	=	nM	168600	3.77314243				
CHEMBL19224	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	IC50	=	nM	167000	3.777283529				
CHEMBL103959	CCc1ccc(SC(=O)OCC[N+](C)(C)C)cc1.[Cl-]	IC50	=	nM	166100	3.779630368	Cl-			
CHEMBL13522	CN(C)Cc1ccc(CSCc2ccc(CN(C)C)o2)o1	IC50	=	nM	162590	3.788906169				
CHEMBL609718	C[N+](C)(C)c1cccc([N+](=O)[O-])c1.[Cl-]	IC50	=	nM	161340	3.792257947	Cl-			
CHEMBL103153	CCc1ccccc1SC(=O)OCC[N+](C)(C)C.[Cl-]	IC50	=	nM	159000	3.798602876	Cl-			
CHEMBL191314	CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2c4ccccc4cc4ccccc24)C3=O)c1	IC50	=	nM	158800	3.799149502				
CHEMBL189797	CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OCC3=O)c1	IC50	=	nM	158600	3.799696817				
CHEMBL225615	COc1ccc(OC)c(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1	IC50	=	nM	158000	3.801342913				
CHEMBL71851	COc1cc2ccc(=O)oc2cc1O	IC50	=	nM	157500	3.802719442				
CHEMBL460969	C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O	IC50	=	nM	157000	3.804100348				
CHEMBL3087683	CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1	IC50	=	nM	155600	3.807990407				
CHEMBL3785644	CN1Cc2cc(O)ccc2N(C)C1c1ccc(Cl)cc1	IC50	=	nM	155100	3.809388202				
CHEMBL3785808	CN1Cc2cc(O)ccc2N(C)C1c1ccccc1	IC50	=	nM	155000	3.809668302				
CHEMBL254300	C[N+](C)(C)CCOC(=O)Nc1ccncc1Br.[I-]	Ki	=	nM	155000	3.809668302	I-			
CHEMBL3597060	CC(C)(C)OC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1	IC50	=	nM	152000	3.818156412				
CHEMBL71994	CCN(CC)CCS/C(=N\O)c1nc(Cc2ccccc2)no1	IC50	=	nM	151830	3.818642408				
CHEMBL1626784	C[N+](C)(C)c1cccc(N)c1	IC50	=	nM	151300	3.820161072				
CHEMBL358323	COC[n+]1c(/C=N/O)n(C)c2ccccc21.[Cl-]	IC50	=	nM	150900	3.82131076	Cl-			
CHEMBL1190	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	Ki	=	nM	150900	3.82131076				
CHEMBL255231	C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21	IC50	=	nM	150000	3.823908741				
CHEMBL147465	C#CCCOC[n+]1ccn(C)c1C.[Cl-]	IC50	=	nM	150000	3.823908741	Cl-			
CHEMBL1084787	c1ccc(-c2nnc(NCN3CCCCC3)s2)cc1	IC50	=	nM	150000	3.823908741				
CHEMBL1766141	COCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1	IC50	=	nM	150000	3.823908741				
CHEMBL1084808	CN1CCN(c2nccc(NCc3ccccc3)n2)CC1	IC50	=	nM	150000	3.823908741				
CHEMBL1940617	NCCCCCCNC1=CC(=O)c2ccccc2C1=O	IC50	=	nM	145600	3.836838625				
CHEMBL4088294	COc1cc2c(cc1OC)CN(Cc1ccc(O)c(/C=N/O)c1)CC2	IC50	=	nM	145240	3.83791376				
CHEMBL136229	CCCCCC[N+](C)(C)C	IC50	=	nM	144100	3.841336019				
